Date,High,Low,Open,Close,Volume,Adj Close
2005-01-03,86.44999694824219,84.7300033569336,86.25,84.91000366210938,40300.0,73.12138366699219
2005-01-04,85.48999786376953,82.83999633789062,85.48999786376953,83.25,68800.0,71.69187927246094
2005-01-05,83.4800033569336,82.5,83.33999633789062,82.54000091552734,112800.0,71.08041381835938
2005-01-06,83.0199966430664,82.33999633789062,82.41999816894531,82.44999694824219,38300.0,71.0029296875
2005-01-07,82.93000030517578,81.87000274658203,82.4000015258789,82.4000015258789,38300.0,70.9598617553711
2005-01-10,83.23999786376953,82.23999786376953,82.30000305175781,82.63999938964844,34400.0,71.16654205322266
2005-01-11,82.9800033569336,81.69000244140625,81.9000015258789,82.05000305175781,34500.0,70.65845489501953
2005-01-12,82.54000091552734,81.5,82.0999984741211,82.54000091552734,33000.0,71.08041381835938
2005-01-13,83.30000305175781,81.45999908447266,82.0,81.66000366210938,34400.0,70.32262420654297
2005-01-14,82.48999786376953,81.80000305175781,82.48999786376953,82.33000183105469,10600.0,70.89958953857422
2005-01-18,83.08000183105469,81.97000122070312,82.5,83.08000183105469,39800.0,71.54548645019531
2005-01-19,82.87999725341797,81.66000366210938,82.87999725341797,81.79000091552734,21100.0,70.43456268310547
2005-01-20,81.33999633789062,80.63999938964844,81.12000274658203,80.69999694824219,81500.0,69.49588775634766
2005-01-21,81.4800033569336,80.05999755859375,81.4800033569336,80.19999694824219,490700.0,69.06534576416016
2005-01-24,80.75,79.19999694824219,80.05000305175781,79.66999816894531,80400.0,68.60892486572266
2005-01-25,80.2699966430664,79.33999633789062,79.33999633789062,79.6500015258789,263200.0,68.5916519165039
2005-01-26,80.76000213623047,80.05999755859375,80.30999755859375,80.63999938964844,73800.0,69.44422149658203
2005-01-27,80.95999908447266,80.0,80.0,80.7300033569336,19700.0,69.52173614501953
2005-01-28,81.0,79.86000061035156,81.0,80.30999755859375,21400.0,69.16004180908203
2005-01-31,81.3499984741211,80.94999694824219,81.30000305175781,81.22000122070312,59700.0,69.9437026977539
2005-02-01,81.66000366210938,81.20999908447266,81.38999938964844,81.48999786376953,42900.0,70.17622375488281
2005-02-02,82.02999877929688,81.41999816894531,81.83999633789062,81.76000213623047,47600.0,70.40872955322266
2005-02-03,81.51000213623047,80.79000091552734,81.51000213623047,81.1500015258789,83200.0,69.8834228515625
2005-02-04,82.2300033569336,80.33000183105469,80.33000183105469,82.19000244140625,53300.0,70.7790298461914
2005-02-07,82.83999633789062,81.80000305175781,82.83000183105469,82.05999755859375,40000.0,70.66706848144531
2005-02-08,82.54000091552734,82.0999984741211,82.0999984741211,82.16999816894531,45000.0,70.76180267333984
2005-02-09,82.36000061035156,80.77999877929688,81.6500015258789,80.81999969482422,37200.0,69.59920501708984
2005-02-10,81.06999969482422,80.36000061035156,80.94999694824219,80.91999816894531,44800.0,69.68535614013672
2005-02-11,82.08000183105469,80.33999633789062,80.94999694824219,81.86000061035156,35500.0,70.49483489990234
2005-02-14,82.16999816894531,81.83999633789062,81.88999938964844,82.05000305175781,41900.0,70.65845489501953
2005-02-15,83.0,81.8499984741211,81.8499984741211,82.37999725341797,35500.0,70.94263458251953
2005-02-16,82.4800033569336,82.0,82.08000183105469,82.2300033569336,24000.0,70.8134994506836
2005-02-17,82.54000091552734,81.29000091552734,82.30000305175781,81.29000091552734,26500.0,70.00396728515625
2005-02-18,81.55999755859375,81.0199966430664,81.31999969482422,81.08999633789062,8400.0,69.83175659179688
2005-02-22,81.19000244140625,80.01000213623047,80.63999938964844,80.0999984741211,29300.0,68.97920227050781
2005-02-23,80.45999908447266,79.7699966430664,80.13999938964844,80.20999908447266,44700.0,69.07394409179688
2005-02-24,80.86000061035156,79.83999633789062,79.93000030517578,80.83000183105469,45300.0,69.60784912109375
2005-02-25,81.75,80.79000091552734,81.75,81.44000244140625,17600.0,70.1331787109375
2005-02-28,81.5,80.4000015258789,81.08000183105469,80.81999969482422,11100.0,69.59920501708984
2005-03-01,81.70999908447266,81.22000122070312,81.41999816894531,81.62000274658203,21500.0,70.28820037841797
2005-03-02,82.22000122070312,80.87999725341797,80.87999725341797,81.6500015258789,38400.0,70.31401824951172
2005-03-03,81.80999755859375,80.7699966430664,81.75,81.16999816894531,38800.0,69.90062713623047
2005-03-04,81.9800033569336,81.43000030517578,81.87999725341797,81.66999816894531,43800.0,70.33121490478516
2005-03-07,82.86000061035156,81.83000183105469,82.75,82.33999633789062,71700.0,70.90821075439453
2005-03-08,82.52999877929688,81.6500015258789,81.6500015258789,81.72000122070312,17900.0,70.37430572509766
2005-03-09,81.98999786376953,81.20999908447266,81.66999816894531,81.4000015258789,24800.0,70.09871673583984
2005-03-10,81.4000015258789,80.4800033569336,81.4000015258789,81.06999969482422,34200.0,69.81451416015625
2005-03-11,81.58000183105469,80.27999877929688,81.33999633789062,80.58000183105469,10600.0,69.3925552368164
2005-03-14,80.77999877929688,80.30000305175781,80.44999694824219,80.72000122070312,6200.0,69.51312255859375
2005-03-15,81.22000122070312,80.20999908447266,80.75,80.29000091552734,27100.0,69.142822265625
2005-03-16,80.4000015258789,79.30000305175781,80.4000015258789,79.52999877929688,34600.0,68.48833465576172
2005-03-17,79.8499984741211,78.81999969482422,78.86000061035156,79.68000030517578,135900.0,68.61751556396484
2005-03-18,79.45999908447266,78.80999755859375,79.27999877929688,78.97000122070312,69700.0,68.07441711425781
2005-03-21,79.23999786376953,78.4800033569336,78.7699966430664,79.05999755859375,154300.0,68.15202331542969
2005-03-22,79.5,78.37000274658203,78.7699966430664,78.37000274658203,89100.0,67.55721282958984
2005-03-23,78.81999969482422,78.20999908447266,78.2699966430664,78.44000244140625,11000.0,67.6175765991211
2005-03-24,79.16999816894531,78.58000183105469,78.58000183105469,78.61000061035156,550600.0,67.76411437988281
2005-03-28,79.13999938964844,78.52999877929688,79.13999938964844,78.52999877929688,22700.0,67.69513702392578
2005-03-29,78.87999725341797,77.58000183105469,78.68000030517578,77.77999877929688,219900.0,67.04859924316406
2005-03-30,79.05999755859375,78.1500015258789,78.20999908447266,79.05999755859375,268800.0,68.15202331542969
2005-03-31,79.08000183105469,78.55999755859375,78.97000122070312,78.66999816894531,370400.0,67.81581115722656
2005-04-01,79.38999938964844,78.08999633789062,79.37999725341797,78.2699966430664,62600.0,67.47100067138672
2005-04-04,78.80000305175781,77.76000213623047,78.55000305175781,78.5199966430664,15300.0,67.68651580810547
2005-04-05,79.0999984741211,78.72000122070312,79.0999984741211,78.77999877929688,6400.0,67.9106674194336
2005-04-06,79.4800033569336,78.7699966430664,79.22000122070312,78.7699966430664,48700.0,67.90200805664062
2005-04-07,79.5,78.7699966430664,78.7699966430664,79.5,8500.0,68.53131866455078
2005-04-08,79.66000366210938,78.7699966430664,79.5999984741211,78.8499984741211,25500.0,67.9709701538086
2005-04-11,78.9000015258789,78.47000122070312,78.77999877929688,78.4800033569336,37200.0,67.65203857421875
2005-04-12,79.0999984741211,77.66000366210938,78.63999938964844,79.0999984741211,31200.0,68.18649291992188
2005-04-13,80.0,77.79000091552734,79.06999969482422,77.81999969482422,16400.0,67.08308410644531
2005-04-14,77.8499984741211,76.75,77.7300033569336,76.88999938964844,51600.0,66.2813720703125
2005-04-15,76.41999816894531,75.08000183105469,76.27999877929688,75.2300033569336,54600.0,64.8504638671875
2005-04-18,75.66000366210938,75.12000274658203,75.12000274658203,75.41999816894531,48400.0,65.01424407958984
2005-04-19,76.81999969482422,75.58999633789062,75.81999969482422,76.12000274658203,25200.0,65.6176528930664
2005-04-20,78.48999786376953,75.41999816894531,78.48999786376953,75.55000305175781,41900.0,65.12625885009766
2005-04-21,77.38999938964844,75.75,75.75,77.13999938964844,65000.0,66.49690246582031
2005-04-22,77.0,75.77999877929688,77.0,76.31999969482422,44400.0,65.79005432128906
